City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Tromso,NO,69.65,18.96,32,93,75,23.04,light shower snow
340,Inongo,CD,-1.95,18.27,71.22,95,100,5.21,light rain
341,Haines Junction,CA,60.75,-137.51,12.2,85,100,8.05,light snow
342,Greymouth,NZ,-42.47,171.2,59.36,61,77,7.94,broken clouds
343,Rudbar,AF,30.15,62.6,49.62,49,61,4.92,broken clouds
344,Sarlat-La-Caneda,FR,44.89,1.22,42.01,96,95,6.06,overcast clouds
345,Tura,IN,25.52,90.22,59.32,75,0,2.51,clear sky
346,Quang Ngai,VN,15.12,108.8,67.37,92,100,7.56,light rain
347,Santa Luzia,BR,-19.77,-43.85,77,73,40,12.75,light rain
348,La Seyne-Sur-Mer,FR,43.1,5.88,45,86,0,6.93,clear sky
349,Mahon,ES,39.89,4.27,46.4,75,75,5.82,broken clouds
350,Byron Bay,AU,-28.65,153.62,90,58,93,9.17,overcast clouds
351,Pisco,PE,-13.7,-76.22,68,82,0,16.11,clear sky
352,Buenos Aires,AR,-34.61,-58.38,64,63,0,14.99,clear sky
353,Flinders,AU,-34.58,150.86,75.99,47,0,7,clear sky
354,La Cruz,MX,23.92,-106.9,68.58,52,0,9.6,clear sky
355,Faanui,PF,-16.48,-151.75,79.97,79,100,19.69,overcast clouds
356,Chapais,CA,49.78,-74.85,19.4,92,75,5.82,broken clouds
357,Barcelos,PT,41.54,-8.62,42.8,93,75,3.69,broken clouds
358,Leningradskiy,RU,69.38,178.42,7.43,87,6,4.14,clear sky
359,Zhezkazgan,KZ,47.8,67.71,-9.9,90,27,7.34,scattered clouds
360,Pervomayskoye,RU,43.92,46.71,37.38,78,97,12.48,overcast clouds
361,Shitanjing,CN,39.23,106.34,13.75,91,5,6.35,clear sky
362,Bairiki,KI,1.33,172.98,86,70,20,10.29,few clouds
363,Cockburn Town,TC,21.46,-71.14,77,78,40,4.7,scattered clouds
364,Nouadhibou,MR,20.93,-17.03,66.2,82,95,16.11,overcast clouds
365,Kieta,PG,-6.22,155.63,85.6,61,96,4.25,overcast clouds
366,Shimoda,JP,34.67,138.95,53.6,76,75,13.87,broken clouds
367,Pilar,BR,-9.6,-35.96,75.2,88,20,5.82,few clouds
368,Raga,SS,8.46,25.68,70.41,24,23,3.06,few clouds
369,Sapa,PH,5.15,120.32,83.21,73,50,2.46,scattered clouds
370,Pontes E Lacerda,BR,-15.23,-59.34,73.13,95,100,3.27,light rain
371,Ciudad Bolivar,VE,8.12,-63.55,81.19,73,52,11.03,broken clouds
372,Clonakilty,IE,51.62,-8.87,42.01,93,75,14.99,broken clouds
373,Hit,IQ,33.64,42.83,55.26,51,52,6.13,broken clouds
374,Velingara,SN,13.15,-14.12,77.56,26,98,5.57,overcast clouds
375,Ankazoabo,MG,-22.28,44.52,73.08,67,11,4.9,few clouds
376,Worland,US,44.02,-107.96,48.2,26,1,2.75,clear sky
377,Lagoa,PT,39.05,-27.98,59.5,72,30,12.59,scattered clouds
378,Yulara,AU,-25.24,130.99,80.6,28,98,16.11,overcast clouds
379,Dakoro,NE,14.51,6.76,76.93,22,61,6.55,broken clouds
380,Itaituba,BR,-4.28,-55.98,75.49,90,97,1.3,overcast clouds
381,Pochutla,MX,15.74,-96.47,82.4,74,20,2.82,few clouds
382,Galesong,ID,-5.32,119.37,77,94,40,2.24,very heavy rain
383,Seydi,TM,39.48,62.91,19,92,0,6.91,clear sky
384,North Platte,US,41.12,-100.77,53.6,27,1,6.93,clear sky
385,Paraiso,CR,9.84,-83.87,73.4,56,20,12.75,few clouds
386,Pierre,US,44.37,-100.35,46.4,45,1,10.29,clear sky
387,Fastovetskaya,RU,45.92,40.16,27.01,83,0,20.76,clear sky
388,Mattru,SL,7.62,-11.83,74.52,95,0,1.72,clear sky
389,Lerwick,GB,60.15,-1.15,44.6,81,97,17.22,light rain
390,Roald,NO,62.58,6.13,41,64,0,19.46,clear sky
391,Toila,EE,59.42,27.5,39.69,85,100,16.69,overcast clouds
392,Ulagan,RU,50.63,87.96,0.12,76,0,1.07,clear sky
393,Rawson,AR,-43.3,-65.1,67.28,45,46,16.6,scattered clouds
394,Kirkkonummi,FI,60.12,24.44,39,84,100,3,overcast clouds
395,Ascension,US,30.22,-90.9,54,66,1,4.14,clear sky
396,Naze,JP,28.37,129.48,66.2,93,75,21.92,broken clouds
397,Constitucion,CL,-35.33,-72.42,56.3,80,8,7.94,clear sky
398,Seminole,US,28.71,-81.21,63,48,1,4.7,clear sky
399,Pahalgam,IN,34.03,75.33,33.26,87,100,3.38,snow
400,Aykhal,RU,66,111.5,12.2,85,90,8.95,light snow
401,Batticaloa,LK,7.71,81.69,77.94,85,95,4.88,light rain
402,Havelock,US,34.88,-76.9,51.8,57,75,8.05,broken clouds
403,Cabedelo,BR,-6.98,-34.83,78.8,78,0,6.93,clear sky
404,Yar-Sale,RU,66.83,70.83,11.61,96,62,8.55,broken clouds
405,Kerema,PG,-7.96,145.78,80.62,79,100,5.44,overcast clouds
406,Visnes,NO,59.36,5.22,39.2,86,100,12.75,light rain
407,Severnoye,RU,56.35,78.36,6.94,95,100,7.54,overcast clouds
408,Cayenne,GF,4.93,-52.33,78.8,94,100,5.57,overcast clouds
409,Nhulunbuy,AU,-12.23,136.77,86,70,90,9.17,overcast clouds
410,Verkhnyaya Inta,RU,65.98,60.31,18.55,95,93,20.56,light snow
411,Cururupu,BR,-1.83,-44.87,78.66,80,100,5.19,overcast clouds
412,Cherskiy,RU,68.75,161.3,-10.41,81,46,1.81,scattered clouds
413,Cabra,ES,37.47,-4.44,39.99,85,2,4.85,clear sky
414,Gizo,SB,-8.1,156.84,84.65,72,56,5.73,broken clouds
415,Riohacha,CO,11.54,-72.91,78.01,82,49,8.81,scattered clouds
416,Luanda,AO,-8.84,13.23,77,83,40,6.93,scattered clouds
417,Gambela,ET,8.25,34.58,77.81,54,46,1.48,scattered clouds
418,Mana,GF,5.66,-53.78,78.67,85,100,6.93,overcast clouds
419,Kununurra,AU,-15.77,128.73,80.6,88,100,1.12,overcast clouds
420,Lunsar,SL,8.68,-12.53,75.29,92,4,1.9,clear sky
421,Naron,ES,43.52,-8.15,51.01,65,63,8.99,broken clouds
422,Pevek,RU,69.7,170.31,5.67,90,60,3.44,broken clouds
423,Baoro,CF,5.67,15.97,71.53,32,32,3.18,scattered clouds
424,Fairview,US,40.81,-74,43,52,90,12.75,overcast clouds
425,Basoko,CD,1.24,23.62,70.47,92,21,3.53,few clouds
426,Marsh Harbour,BS,26.54,-77.06,75.74,72,45,7.83,scattered clouds
427,Muros,ES,42.78,-9.06,41,96,32,12.8,scattered clouds
428,La Rioja,ES,42.25,-2.5,42.8,70,40,19.46,scattered clouds
429,Cape Coast,GH,5.11,-1.25,78.78,85,89,8.28,overcast clouds
430,Saint-Pierre,RE,-21.34,55.48,73.4,64,0,6.93,clear sky
431,Bilibino,RU,68.05,166.44,1.96,91,100,2.1,light snow
432,Hofn,IS,64.25,-15.21,27.21,89,40,10.58,scattered clouds
433,Coihaique,CL,-45.58,-72.07,75.2,36,19,5.82,few clouds
434,Balkanabat,TM,39.51,54.37,38.17,67,58,9.13,broken clouds
435,Lyuban,BY,52.8,28,33.39,92,100,15.08,overcast clouds
436,Navahrudak,BY,53.6,25.83,35.64,90,99,16.82,overcast clouds
437,Shubarkuduk,KZ,49.14,56.49,1.71,92,0,8.23,clear sky
438,Pocone,BR,-16.26,-56.62,75.78,88,86,3.89,light rain
439,Waterford,US,42.7,-83.4,30.99,63,90,6.93,overcast clouds
440,Bekhtery,UA,46.25,32.29,36.64,79,92,16.44,overcast clouds
441,Yangambi,CD,0.81,24.43,69.62,99,46,2.33,light rain
442,Krasnoselkup,RU,65.7,82.47,12.76,96,100,11.52,light snow
443,Naryan-Mar,RU,67.67,53.09,24.96,98,100,18.14,snow
444,Esperance,AU,-33.87,121.9,60.8,63,90,13.87,overcast clouds
445,Falkenberg,SE,56.91,12.49,42.01,93,100,6.93,overcast clouds
446,Waimana,NZ,-38.15,177.08,79,49,1,5.99,clear sky
447,La Union,PE,-5.4,-80.75,74.26,63,84,18.01,broken clouds
448,Aksarka,RU,66.56,67.8,12.79,94,99,12.35,overcast clouds
449,Maloy,NO,61.94,5.11,37.99,74,59,5.82,broken clouds
450,Boysun,UZ,38.21,67.2,31.42,95,90,2.01,overcast clouds
451,Marystown,CA,47.17,-55.15,46.54,91,88,7.61,overcast clouds
452,Sarakhs,IR,36.54,61.16,32,72,28,4.7,scattered clouds
453,Toamasina,MG,-18.17,49.38,73.4,94,40,2.24,scattered clouds
454,Pozo Colorado,PY,-23.49,-58.8,76.95,55,57,6.73,broken clouds
455,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,67.14,70,0,5.39,clear sky
456,Ust-Kulom,RU,61.69,53.69,17.24,97,100,6.15,overcast clouds
457,Bathsheba,BB,13.22,-59.52,80.6,74,75,13.87,broken clouds
458,Brigantine,US,39.41,-74.36,44.6,56,90,13.87,overcast clouds
459,Jaggayyapeta,IN,16.9,80.1,65.84,85,5,3.31,clear sky
460,Arman,RU,59.7,150.17,13.48,94,99,5.39,light snow
461,Seoul,KR,37.57,126.98,30.2,92,1,1.77,clear sky
462,Formosa,AR,-26.18,-58.18,75.2,69,0,8.05,clear sky
463,Cap Malheureux,MU,-19.98,57.61,73.99,84,14,3,few clouds
464,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,17.6,92,100,6.71,overcast clouds
465,Inuvik,CA,68.35,-133.72,-4,83,0,2.24,clear sky
466,Tumen,CN,42.97,129.84,23.2,81,21,1.68,few clouds
467,Majene,ID,-3.54,118.97,83.68,66,97,1.36,overcast clouds
468,Moratuwa,LK,6.77,79.88,75.2,94,93,3.36,light rain
469,Deqing,CN,30.54,119.96,46,73,56,7,broken clouds
470,Makaha,US,21.47,-158.22,86,65,90,8.05,overcast clouds
471,Sovetskoye,RU,52.29,85.41,0.41,91,41,1.83,scattered clouds
472,Vanimo,PG,-2.67,141.3,83.17,79,89,5.28,light rain
473,Atagay,RU,55.1,99.39,10.42,87,100,3.98,overcast clouds
474,Aguimes,ES,27.91,-15.45,62.6,77,40,12.75,scattered clouds
475,Isla Vista,US,34.41,-119.86,66,39,1,5.82,clear sky
476,Muroto,JP,33.28,134.15,48.2,76,75,9.17,broken clouds
477,Half Moon Bay,US,37.46,-122.43,60.8,67,75,6.93,broken clouds
478,Broome,US,42.25,-75.83,35.01,94,90,17.22,overcast clouds
479,Balkhash,KZ,46.84,74.98,6.75,93,28,10.71,scattered clouds
480,Geraldton,AU,-28.77,114.6,62.6,72,0,12.75,clear sky
481,Sangar,RU,63.92,127.47,-16.92,88,100,7.09,overcast clouds
482,Semey,KZ,50.41,80.23,3.85,92,0,3.56,clear sky
483,Yatou,CN,37.15,122.38,35.31,71,18,2.86,few clouds
484,San Juan,AR,-31.54,-68.54,77.4,30,1,6.55,clear sky
485,Inhambane,MZ,-23.86,35.38,71.31,77,99,5.5,overcast clouds
486,Richards Bay,ZA,-28.78,32.04,70.66,80,56,12.66,broken clouds
487,Nishihara,JP,26.18,127.76,69.8,100,90,12.75,overcast clouds
488,Kaka,TM,37.35,59.61,31.33,80,43,4.61,scattered clouds
489,Sol-Iletsk,RU,51.16,54.99,3.61,92,0,5.99,clear sky
490,San Severo,IT,41.69,15.38,55.4,87,40,11.41,scattered clouds
491,Meadow Lake,US,34.8,-106.54,55.4,17,1,4.7,clear sky
492,Huarmey,PE,-10.07,-78.15,67.68,81,100,8.46,overcast clouds
493,Waipawa,NZ,-41.41,175.52,66.2,55,15,19.46,few clouds
494,Roma,US,43.21,-75.46,35.6,69,90,10.29,overcast clouds
495,Tank,PK,32.22,70.38,57.45,39,22,3.27,few clouds
496,Riyadh,SA,24.69,46.72,71.6,53,0,2.24,clear sky
497,Dandong,CN,40.13,124.39,31.17,94,64,4.09,broken clouds
498,Kovdor,RU,67.57,30.48,33.87,95,95,7.2,light snow
499,Zyryanka,RU,65.75,150.85,-26.88,83,33,1.57,scattered clouds
500,Port Keats,AU,-14.25,129.55,85.77,70,98,6.06,overcast clouds
501,Kijang,KR,35.24,129.21,35.6,74,0,8.05,clear sky
502,Simpang,ID,-1.27,104.08,78.17,90,100,4.09,overcast clouds
503,Vawkavysk,BY,53.16,24.45,41.68,82,73,20.07,broken clouds
504,Volosovo,RU,59.43,29.48,36,90,90,8.95,overcast clouds
505,Pointe Michel,DM,15.25,-61.38,77.68,74,9,10.11,clear sky
506,Onega,RU,63.91,38.14,34.83,91,100,11.43,light rain
507,Revelstoke,CA,50.98,-118.2,30.2,92,90,2.24,overcast clouds
508,Chilliwack,CA,49.17,-121.94,50,53,2,5.82,clear sky
509,Sarishabari,BD,24.73,89.83,67.32,74,0,5.86,clear sky
510,Chunhuhub,MX,19.55,-88.68,73.04,96,85,1.36,light rain
511,Yambio,SS,4.57,28.4,71.4,58,0,2.17,clear sky
512,Yerbogachen,RU,61.28,108.01,10.08,93,100,17.83,light snow
513,Umm Lajj,SA,25.02,37.27,69.73,44,0,8.14,clear sky
514,Hami,CN,42.8,93.45,16.65,83,52,2.57,broken clouds
515,Ruidoso,US,33.33,-105.67,42.8,30,1,11.41,clear sky
516,Sistranda,NO,63.73,8.83,33.8,86,0,9.17,clear sky
517,Timmins,CA,48.47,-81.33,14,92,20,4.7,few clouds
518,Burnie,AU,-41.07,145.92,53.01,70,57,14,light rain
519,Lunenburg,CA,44.38,-64.32,53.01,100,100,26.4,moderate rain
520,Pacific Grove,US,36.62,-121.92,57.2,54,1,6.93,clear sky
521,Los Llanos De Aridane,ES,28.66,-17.92,60.8,87,90,12.75,overcast clouds
522,Juneau,US,58.3,-134.42,44.6,87,90,16.11,moderate rain
523,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,76.96,86,99,1.21,overcast clouds
524,Athabasca,CA,54.72,-113.29,32,92,30,1.12,scattered clouds
525,Itarema,BR,-2.92,-39.92,80.06,78,45,14.63,scattered clouds
526,Port Augusta,AU,-32.5,137.77,66.2,42,40,17.22,scattered clouds
527,Calvia,ES,39.57,2.51,50,75,0,4.7,clear sky
528,Sobolevo,RU,54.43,31.9,24.73,88,1,11.92,clear sky
529,Lakeside,US,30.13,-81.77,60.8,81,1,5.1,clear sky
530,Tautira,PF,-17.73,-149.15,86,62,75,11.41,light rain
531,Ovalle,CL,-30.6,-71.2,59.32,69,0,2.98,clear sky
532,Meiganga,CM,6.52,14.3,64.47,38,16,1.21,few clouds
533,Marshall,US,34.38,-86.33,46,65,1,2.82,clear sky
534,Khorixas,NA,-20.37,14.97,60.13,46,0,2.48,clear sky
535,Margate,GB,51.38,1.39,43,79,100,4,overcast clouds
536,Hobyo,SO,5.35,48.53,78.49,77,18,9.31,few clouds
537,Serenje,ZM,-13.23,30.24,62.62,94,99,1.72,moderate rain
538,Ixtapa,MX,20.7,-105.2,77,69,75,5.82,broken clouds
539,Minsk,BY,53.9,27.57,28.4,100,90,17.9,mist
540,North Bend,US,43.41,-124.22,55.99,66,75,4.7,broken clouds
541,Wajid,SO,3.81,43.25,73.94,76,31,11.39,scattered clouds
542,Pahrump,US,36.21,-115.98,62.6,4,1,10.29,clear sky
543,Khonsa,IN,27.02,95.57,52.07,78,14,3.02,few clouds
544,Liverpool,GB,53.41,-2.98,41,86,46,6.93,scattered clouds
545,Maningrida,AU,-12.07,134.27,87.91,66,85,8.81,overcast clouds
546,Krasnyy Kholm,RU,58.06,37.12,20.46,95,17,10.51,few clouds
547,Skjervoy,NO,70.03,20.97,36.97,79,96,31.27,light rain
548,Itaqui,BR,-29.13,-56.55,64.9,71,8,13.44,clear sky
549,Calama,CL,-22.47,-68.93,69.8,12,0,20.8,clear sky
550,Ayorou,NE,14.73,0.92,77.31,20,14,5.32,few clouds
551,Chifeng,CN,42.27,118.96,12.63,88,100,6.6,overcast clouds
552,Cadillac,US,44.25,-85.4,30.99,80,90,5.12,overcast clouds
553,Vysokogornyy,RU,50.12,139.15,1.71,92,93,3.71,overcast clouds
554,Lima,PE,-12.04,-77.03,64.99,88,75,13.87,heavy intensity rain
555,Waikuku,NZ,-43.3,172.68,62.6,63,52,16.11,broken clouds
556,Planeta Rica,CO,8.41,-75.59,76.87,89,89,4.5,moderate rain
557,Coracora,PE,-15.03,-73.78,51.21,70,96,5.97,light rain
558,Aksu,CN,41.12,80.26,21.07,91,100,1.45,overcast clouds
559,Thanatpin,MM,17.21,96.3,71.6,94,20,5.82,mist
560,Svetlyy,RU,54.67,20.13,46.4,81,0,13.42,clear sky
561,Rocky Mountain House,CA,52.37,-114.92,33.8,50,19,2.24,few clouds
562,Rio Gallegos,AR,-51.62,-69.22,69.8,30,40,24.16,scattered clouds
563,Luderitz,NA,-26.65,15.16,58.78,92,2,12.71,clear sky
564,Jalu,LY,29.03,21.55,63.97,29,17,17.94,few clouds
565,Kang,BW,-23.68,22.79,68.74,67,92,18.57,overcast clouds
566,Boyuibe,BO,-20.42,-63.28,68,82,75,6.44,broken clouds
567,Luis Correia,BR,-2.88,-41.67,81.43,76,87,15.5,overcast clouds
568,Onguday,RU,50.75,86.15,5.02,78,0,1.88,clear sky
569,Teodoro Sampaio,BR,-22.53,-52.17,73.11,88,100,6.17,overcast clouds
570,Mujiayingzi,CN,42.12,118.78,12.25,89,100,6.42,overcast clouds
571,Biak,ID,-0.91,122.88,82.87,66,100,0.72,overcast clouds
572,Kashan,IR,33.98,51.44,50.45,56,100,2.19,light rain
573,Ampanihy,MG,-24.7,44.75,68.56,75,100,11.97,overcast clouds
574,Arawa,PG,-6.21,155.54,87.04,58,96,4.09,overcast clouds
575,Amealco,MX,20.18,-100.15,73.4,33,75,12.75,broken clouds
576,Ugoofaaru,MV,5.67,73,82.29,78,100,12.8,overcast clouds
577,Lusambo,CD,-4.97,23.45,68.59,96,73,0.87,broken clouds
578,Belmonte,BR,-15.86,-38.88,77,83,90,5.82,overcast clouds
579,Belaya Gora,RU,68.53,146.42,-29.06,84,1,4,clear sky
580,Mehamn,NO,71.04,27.85,35.33,82,83,35.61,broken clouds
581,Loughrea,IE,53.2,-8.57,41,93,75,3.36,broken clouds
582,Gimli,CA,50.63,-96.99,33.8,80,98,4.7,overcast clouds
583,Sur,OM,22.57,59.53,75.04,60,0,6.76,clear sky
584,Bouake,CI,7.69,-5.02,77,78,21,4.7,few clouds
585,Alihe,CN,50.57,123.72,6.1,91,100,2.71,overcast clouds
586,Lamu,KE,-2.27,40.9,80.6,83,20,3.36,few clouds
587,Xiuyan,CN,40.29,123.27,30.22,87,100,2.48,overcast clouds
588,Salinas,US,36.68,-121.66,60.01,54,1,9.17,clear sky
589,Tacuati,PY,-23.45,-56.58,71.33,80,100,2.33,overcast clouds
590,Fort Collins,US,40.59,-105.08,50,25,1,4.7,clear sky
591,Kasumkent,RU,41.68,48.15,35.76,88,100,3.98,light rain
592,Mantua,IT,45.17,10.78,51.8,93,75,14.99,broken clouds
593,Jaltenango,MX,15.87,-92.72,70.2,80,100,0.72,light rain
594,Rabak,SD,13.18,32.74,68.95,20,0,11.52,clear sky
595,Nambucca Heads,AU,-30.65,153,75.2,78,100,17.22,overcast clouds
596,Nicoya,CR,10.15,-85.45,84.2,62,0,9.17,clear sky
597,Ebebiyin,GQ,2.15,11.34,67.42,98,15,2.21,few clouds
598,Smithers,CA,54.78,-127.17,44.6,65,90,13.87,overcast clouds
599,Kathu,TH,7.92,98.33,82,78,20,5.82,few clouds
600,Michalovce,SK,48.75,21.92,44.6,93,0,4.7,clear sky
601,Antalaha,MG,-14.9,50.28,73.33,85,14,7.7,few clouds
602,Heerenveen,NL,52.95,5.93,34,95,82,1.01,broken clouds
603,Kralendijk,BQ,12.15,-68.27,80.6,83,20,10.29,few clouds
604,Ambilobe,MG,-13.2,49.05,74.43,90,26,3.58,scattered clouds
605,Bandiagara,ML,14.35,-3.61,76.08,19,11,6.42,few clouds
606,Puerto Narino,CO,-3.77,-70.38,80.6,88,75,2.24,light rain
607,Whitianga,NZ,-36.83,175.7,70.07,46,22,9.33,few clouds
608,Alappuzha,IN,9.49,76.33,77.72,83,99,5.28,overcast clouds
609,Mardin,TR,37.31,40.74,42.76,63,16,6.87,few clouds
610,Kirakira,SB,-10.45,161.92,81.95,76,93,3.91,moderate rain
611,Codajas,BR,-3.84,-62.06,75.87,93,99,2.8,light rain
612,Champerico,GT,14.3,-91.92,82.4,78,75,4.7,light rain
613,Siilinjarvi,FI,63.08,27.67,35.6,100,90,11.41,overcast clouds
614,Anadyr,RU,64.75,177.48,26.6,79,75,11.18,broken clouds
615,Tanout,NE,14.97,8.89,74.93,20,62,7.99,broken clouds
616,Soyo,AO,-6.13,12.37,77.34,88,100,4,overcast clouds
617,San Jeronimo,PE,-11.95,-75.28,52.21,75,99,4.27,moderate rain
618,Matara,LK,5.95,80.54,75.38,90,77,4.45,broken clouds
619,Ursulo Galvan,MX,22.73,-98.3,64.99,52,91,3,overcast clouds
620,Longyan,CN,25.11,117.02,51.17,76,0,3.33,clear sky
621,Sola,VU,-13.88,167.55,78.44,83,37,3.22,scattered clouds
622,Dryden,CA,49.78,-92.75,23,85,1,9.17,clear sky
623,Palmer,US,42.16,-72.33,36,94,100,3,light snow
624,Buta,CD,2.79,24.73,72.21,85,98,1.61,overcast clouds
625,Quatre Cocos,MU,-20.21,57.76,75.2,83,20,5.82,few clouds
626,Goure,NE,13.98,10.27,72.52,22,42,6.44,scattered clouds
627,Gat,IL,31.61,34.76,57,100,0,4.99,clear sky
628,Komsomolskiy,UZ,40.43,71.72,35.6,55,99,2.24,overcast clouds
629,Snyder,US,32.72,-100.92,50,39,75,3.36,broken clouds
630,Huilong,CN,31.81,121.66,50,78,2,4.14,clear sky
631,Buala,SB,-8.14,159.59,84.63,76,58,5.1,moderate rain
632,Medea,DZ,36.26,2.75,51.8,57,40,9.17,thunderstorm with light rain
633,Black River,JM,18.03,-77.85,80.6,78,20,6.93,few clouds
634,Porto Walter,BR,-8.27,-72.74,72.7,94,100,2.86,light rain
635,Vernon,CA,50.26,-119.27,33.01,86,0,3.36,clear sky
636,Novorudnyy,RU,51.5,58.19,15.8,85,75,11.18,broken clouds
637,Arlit,NE,18.74,7.39,78.03,17,10,7.11,clear sky
638,Mpika,ZM,-11.83,31.45,63.41,90,10,3.22,light rain
639,Envira,BR,-7.3,-70.22,73.15,98,99,2.01,light rain
640,Tongchuan,CN,35.08,109.09,30.04,92,76,3.29,broken clouds
641,Beloha,MG,-25.17,45.05,69.91,73,95,14.88,overcast clouds
642,Cristalina,BR,-16.77,-47.61,67.01,83,83,1.45,broken clouds
643,Atasu,KZ,48.68,71.64,-8.34,90,54,4.05,broken clouds
644,Bad Goisern,AT,47.64,13.62,39,100,16,1.12,few clouds
645,Shahrud,IR,36.42,54.98,37.06,78,90,3.53,overcast clouds
646,Hay River,CA,60.82,-115.8,33.8,80,85,6.93,overcast clouds
647,Guadalupe Victoria,MX,32.29,-115.11,71.6,9,5,3.36,clear sky
648,Erenhot,CN,43.65,111.98,-0.02,91,0,9.48,clear sky
649,Puruliya,IN,23.33,86.37,60.98,50,0,4.7,clear sky
650,Megion,RU,61.03,76.11,15.8,92,90,4.47,overcast clouds
651,Coos Bay,US,43.37,-124.22,57.99,66,75,4.7,broken clouds
652,Manali,IN,13.17,80.27,78.8,94,75,8.05,mist
653,Nemuro,JP,43.32,145.57,38.62,73,6,7.61,clear sky
654,Dabola,GN,10.75,-11.12,74.44,27,14,2.89,few clouds
655,Praia Da Vitoria,PT,38.73,-27.07,57.2,82,75,7.92,broken clouds
656,Nagato,JP,34.38,131.2,46.4,86,20,3.36,few clouds
657,Boden,SE,65.83,21.69,37.4,100,97,4.7,overcast clouds
658,Namibe,AO,-15.2,12.15,65.05,76,45,5.48,scattered clouds
659,Luneville,FR,48.6,6.5,41,100,90,3.36,overcast clouds
660,Port Macquarie,AU,-31.43,152.92,82.4,65,40,4.7,scattered clouds
661,Paranaiba,BR,-19.68,-51.19,75.72,81,49,5.01,light rain
662,Yuzhnyy,RU,53.25,83.69,-4,76,75,4.47,broken clouds
663,Urumqi,CN,43.8,87.6,14,78,91,2.24,mist
664,Bonthe,SL,7.53,-12.51,79.11,84,8,6.4,clear sky
665,Rockhampton,AU,-23.38,150.5,84.2,54,40,10.29,scattered clouds
666,Barzas,RU,55.72,86.32,-5.8,83,90,2.24,smoke
667,Sambava,MG,-14.27,50.17,74.07,88,24,9.33,few clouds
668,Ghanzi,BW,-21.57,21.78,71.1,69,37,13.31,scattered clouds
669,Bayangol,RU,50.7,103.47,-14.82,84,0,2.82,clear sky
670,Wegrow,PL,52.4,22.02,45,88,99,18.03,overcast clouds
671,Broken Hill,AU,-31.95,141.43,64.4,42,0,17.22,clear sky
672,Taltal,CL,-25.4,-70.48,61.75,73,22,4.52,few clouds
673,Lumeje,AO,-11.55,20.78,66.24,93,100,5.39,light rain
674,Campos Sales,BR,-7.07,-40.38,76.96,56,68,1.79,broken clouds
675,Bouca,CF,6.51,18.27,72.75,35,90,0.43,overcast clouds
676,Villazon,BO,-22.09,-65.59,51.3,62,94,12.77,overcast clouds
677,Myaundzha,RU,63.05,147.19,-15.97,86,100,3.31,overcast clouds
678,Rio Grande,BR,-32.03,-52.1,62.01,78,67,1.01,broken clouds
679,Olafsvik,IS,64.89,-23.71,27.88,97,87,12.93,snow
